the: 这/那
striped: 有斑纹的
patriotism: 爱国心
pearson: 皮尔森
middlesex: 米德尔塞克斯
leicestershire: 英国爱尔兰东部的郡
rio: 里约
fletcher: 弗莱彻（姓氏
softball: 垒球运动
moderately: 适当地
broadcaster: 播送者
shropshire: 肉用羊
peterborough: 彼得伯勒
poker: 戳的人
alienate: 使疏远
fascist: 法西斯主义者
badger: 獾
goldsmith: 金匠
registry: 登记处
sting: 叮
pore: 毛孔
shortcoming: 缺点
deborah: 黛博拉
sandal: 凉鞋
croydon: 克里登
exhaustion: 抽空
longing: 渴望
mahogany: 桃花心木
booster: 向前推的人
churchyard: 教堂墓地
regeneration: 再生
differential: 差别的
kurd: 库尔德人
perth: 珀斯
ubiquitous: 无所不在的
carved: 有雕刻的
ivan: 伊凡
costa: 肋骨
pinpoint: 极小之物
swimmer: 游泳者
thornton: 桑顿
mince: 切碎物
glamour: 魅力
pivotal: 枢轴的
shetland: 设得兰群岛
judy: 朱迪
cosmos: 宇宙
rosemary: 迷迭香
haze: 薄雾
scarborough: 士嘉堡
anatomy: 剖析
liberalism: 自由主义
dissent: 异议
infantry: 步兵
nottinghamshire: 诺丁汉郡
scenic: 风景好的
solitude: 孤独
bloc: 集团
accession: 到达
celery: 芹菜
ronnie: 罗尼
courageous: 勇敢的
leigh: 利（男子名
compression: 压缩
sculptor: 雕刻家
lavender: 熏衣草
tutorial: 个别指导
barclays: 巴克莱银行（公司名
disconnect: 使分离
fragrance: 芬芳
gleaming: 闪闪发光的
wasp: 黄蜂
authenticity: 可靠性
intermediary: 仲裁者
converge: 聚合
hierarchical: 分级的
furiously: 狂暴地
cork: 软木塞
porcelain: 瓷器
designation: 指示
lenin: 列宁
syrian: 叙利亚人
scanner: 扫描仪
harper: 哈珀
jeep: 吉普车
expanse: 宽阔区域
pronunciation: 发音
barton: 庄园内的农场
inventor: 发明家
berkeley: 伯克利
reinvent: 重新使用
fines: 细骨料
policing: 巡查
ore: 矿石
expressly: 明白地
harvard: 哈佛大学
stalin: 斯大林
systemic: 系统的
bmw: 德国宝马汽车公司
gourmet: 美食家
clump: 丛
stoke: 司炉
amanda: 阿曼达
subdivision: 细分
eerie: 怪诞的
retort: 反驳
angus: 安格斯
cycling: 骑脚踏车兜风
nebula: 星云
renault: 法国雷诺公司
arrogance: 傲慢态度
irene: 和平女神
aquatic: 水生动物
bidder: 出价人
disappoint: 使失望
geometric: 几何学的
isaac: 艾萨克
lighter: 点火者
scum: 浮渣
baxter: 巴克斯特
addictive: 上瘾的
computerised: 计算机化
startled: 震惊
johnston: 约翰斯顿
vapor: 汽
rationality: 合理性
corporal: 下士
sage: 圣人
equitable: 公平的
kinship: 亲属关系
burner: 火炉
concerto: 协奏曲
trooper: 骑兵
aston: 阿斯顿
dominican: 多明尼加共和国的
blush: 脸红
evacuation: 撤退
decidedly: 决定了
programmer: 程序员
carving: 雕刻品
atkinson: 阿特金森
fin: 鳍
hack: 劈
shrewsbury: 什鲁斯伯里[英国英格兰西部城市]
clamp: 夹钳
rig: 装备
montgomery: 蒙哥马利
irrational: 无理数
proprietary: 所有者的
occupier: 占用者
pristine: 太古的
armored: 装甲的
recurrence: 再现
patiently: 耐心地
determinant: 决定物
boutique: 专卖流行衣服的小商店
growl: 吠声
diver: 潜水者
elector: 有选举权的人
alpine: 高山的
confederation: 同盟
exporter: 出口商
discretionary: 选择的
michel: 米歇尔
improper: 不合适的
malta: 马尔他
bamboo: 竹子
delhi: 德里
bulgaria: 保加利亚
prosper: 繁荣
fleming: 佛兰芒人
pianist: 钢琴家
heartbeat: 心跳
romanian: 罗马尼亚人
interception: 拦截
vaughan: 沃恩（姓氏
mohammed: 穆罕默德
downward: 向下的
pearce: 皮尔斯
adaptive: 适应的
oldham: 奥尔德姆
warsaw: 华沙
michelle: 米歇尔
stainless: 无瑕疵的
brewer: 制造者
divided: 分开的
ramsay: 拉姆齐(①姓氏 ②Sir William
adventurer: 冒险家
sentimental: 感伤的
insecurity: 不安全
oxide: 氧化物
recognizable: 可认识的
brenda: 布伦达
boarding: 木板
gran: 外祖母
citation: 引用
inclusive: 包含的
devaluation: 降低价值
pilgrimage: 朝圣
mandy: 曼蒂
monumental: 纪念碑的
cia: 中央情报局
memorize: 记住
lou: 卢（女子名
upscale: 迎合高层次消费者的
salvador: 萨尔瓦多
thyme: 百里香
silicon: 硅
syntax: 句法
bugger: 老兄
grimly: 严格地
reviewer: 评论者
bourgeoisie: 中产阶级
puff: 一阵喷烟
carlos: 卡洛斯
snort: 喷着气弄响鼻子
alga: 藻类
henley: 亨利
pecan: 美洲山核桃
locke: 洛克
misunderstand: 误解
debbie: 黛比（女子名
superpower: 超级强权
annoying: 恼人的
genus: 种
arse: 屁股
modernity: 现代性
hallmark: 纯度检验证明
tracey: 特蕾西
bookseller: 书商
clench: 牢牢抓住
cucumber: 黄瓜
darren: 达伦
antonio: 安东尼奥
playing: 游戏
nightclub: 夜总会
piss: 小便
coldly: 冷淡地
encode: 把译成密码
turnaround: 转向
crooked: 弯曲的
modular: 模数的
lava: 熔岩
asphalt: 柏油
hague: 海牙
yugoslav: 南斯拉夫的
mister: 先生
savor: 滋味
kemp: 冠军
greenpeace: 绿色和平组织
impending: 即将发生的
euro: 欧元
bacterial: 细菌的
spear: 矛
baghdad: 巴格达
characterization: 特性描述
notation: 记号
weekday: 周日
nec: 日本电气公司
dorm: 宿舍
validation: 批准
selector: 选择者
ledge: 突出部分
phosphate: 磷酸盐
glucose: 葡萄糖
overtime: 超时
mediation: 调停
panama: 巴拿马
lifeboat: 救生艇
donaldson: 唐纳森
aroma: 浓香
lithuania: 立陶宛
alton: 奥尔顿(①姓氏
impatiently: 不耐烦
kgb: 克格勃
relay: 驿马
ashdown: 人名
thwart: 横放的
goodnight: 晚安
lexicon: 词汇
banbury: 班伯里混炼机
benny: 安非他明
stint: 节省
beth: 贝丝（女子名
ye: 亚萨卡
somalia: 索马里
nicky: 尼基（男子名
jog: 轻推
awfully: 恶劣地
clough: 深谷
amino: 氨基的
cor: 心脏
lantern: 灯笼
fen: 沼泽
plateau: 高地
slaughter: 残杀
cosmetic: 化妆品
serbia: 塞尔维亚
fender: 防卫物
heroine: 巾帼英雄
glider: 滑翔员
retrospect: 回顾
duchy: 公爵领地
mitterrand: 密特朗
trot: 快步
tsar: 沙皇
liquidity: 流动性
socialize: 使社会化
subsection: 分部
jake: 满意的
mingle: 混合
bangor: 班格尔
clubhouse: 俱乐部会所
ibid: 如上
kohl: 化妆墨
devlin: 德夫林
grapple: 抓住
floral: 花似的
mandela: 纳尔逊曼德拉 Nelson
centerpiece: 中心装饰品
torque: 扭转力
gatt: 关贸总协定
imperative: 命令
fernando: 费尔南多
gravitational: 重力的
pi: 圆周率
heightened: 变高
herr: 先生
winger: 边锋
carbonate: 碳酸盐
mellor: 梅勒
teesside: 蒂赛德
impoverished: 穷困的
dude: <美国、加拿大>纨绔子弟
respectful: 表示尊敬的
ruc: 北爱尔兰皇家骑警队
corneliu: 人名
humidity: 湿气
eternity: 永远
kylie: 回飞棒的一种
martyr: 烈士
tt: 电汇
keyword: 关键字
synagogue: 犹太人集会
midfielder: 中场队员
ominous: 恶兆的
distal: 末梢的
howl: 嗥叫
faye: 法耶
pod: 豆荚
modigliani: 人名
cara: 卡拉
modernization: 现代化
antigen: 抗原
eligibility: 适任
acting: 演戏
seb: 特警队
mungo: 短弹毛
peptide: 肽
crane: 鹤
nme: 国立军事研究院
ethanol: 乙醇
leonora: 利奥诺拉
vodka: 伏特加酒
wycliffe: 威克利夫
greenbelt: 绿色地带
sh: 嘘
hype: 大肆宣传
tha: 总碳氢分析器
lightweight: 不到平均重量的人/物
int: 整数
jenna: 詹娜
jeopardy: 危难
offseason: 淡季
cdna: 互补DNA
vie: 争
solaris: Solaris操作系统
faded: 已褪色的
ssr: 苏维埃社会主义共和国
crow: 啼叫
gastrin: 胃泌素
variability: 易变
wacc: 加权平均资金成本
empowerment: 授权
footprint: 足迹
indefinitely: 无期限地
changed: 变化的
churn: 搅乳器
materialize: 赋予实质
untouched: 未触摸过的
unfinished: 未完成的
unused: 不用的
collaborator: 合干者
faulty: 有过失的
downturn: 衰退
unduly: 不适当地
unreliable: 不可靠的
butcher: 屠夫
thankful: 感谢的
muster: 召集
tedious: 沉闷的
hamper: 食篮
democratization: 民主化
skilful: 灵巧的
oblivious: 遗忘的
imposing: 令人难忘的
narcotic: 麻醉药
understandably: 可懂
multitude: 多数
chilly: 寒冷的
confidently: 自信地
performing: 表演的
whereabouts: 下落
degrade: 降级
drummer: 鼓手
vitality: 活力
playful: 爱打趣的
unnecessarily: 不必要地
satisfactorily: 令人满意地
lag: 落后
prolong: 延长
persuasive: 有说服力的
disruptive: 分裂的
perpetual: 永久的
mixing: 混合
emanate: 散发
unconstitutional: 违反宪法的
disapprove: 不赞成
lash: 鞭子
commonplace: 寻常事
abide: 停留
refrain: 重复的话
thai: 泰国人
mislead: 误导
mar: 损毁
concentrated: 集中的
brilliantly: 辉煌地
alarmed: 受惊的
darken: 弄暗
ration: 定额
pointed: 尖的
envy: 羡慕
dissatisfied: 不满的
appointed: 派任的
retaliation: 报复
evade: 逃脱
tasty: 好吃的
sizeable: 相当大的
crushed: 压碎的
insignificant: 无关紧要的
forefront: 最前部
worsen: 使更坏
haircut: 理发
devour: 吞食
willingly: 自动地
sophistication: 诡辩
hefty: 重的
misfortune: 不幸
harness: 马具
entrust: 信托
economical: 节俭的
thicken: 变浓
despatch: 派遣
adventurous: 喜欢冒险的
shopkeeper: 零售商
sever: 切断
rove: 徘徊
intolerable: 无法忍受的
radiate: 放射
pry: 杠杆
dresser: 化妆台
denomination: 名称
consolidation: 巩固
shaped: 成某种形状的
redeem: 赎回
enrol: 登记
hasten: 催促
stigma: 耻辱
vividly: 鲜艳
mystical: 神秘的
humane: 有人情的
powerless: 无力的
extravagant: 奢侈的
grate: 炉格
enthusiastically: 热心地
metallic: 金属的
boycott: 联合抵制
skim: 撇取浮沫
upheaval: 举起
rewarding: 有益的
distressed: 痛苦的
digit: 数字
disgrace: 耻辱
defer: 推迟
curtail: 缩减
deceased: 已故的
starving: 挨饿的
relinquish: 放弃
dispel: 驱散
enclosed: 被附上的
granddaughter: 孙女
derelict: 被抛弃了的
unlucky: 不吉利的
contingent: 或许发生的
transparency: 透明
practising: 在从事职业的
refrigerate: 使冷却
charismatic: 魅力
packing: 包装
overhear: 无意中听到
gracious: 亲切的
rejoin: 使再结合
outweigh: 比...重
continuum: 连续统一体
outburst: 爆发
indispensable: 不可缺少之物
generously: 宽大地
insurgency: 叛乱状态
admirable: 可钦佩的
entertainer: 表演娱乐节目的人
zoning: 分区制
guided: 有指导的
unnatural: 不自然的
stink: 臭味
diversify: 使多样化
rejoice: 使欢喜
demeanor: 行为
prudent: 审慎的
outwards: 向外地
overthrow: 推翻
doctorate: 博士头衔
inexperienced: 无经验的
flatter: 奉承
grumble: 怨言
abrupt: 突然的
quake: 颤抖
reckless: 不介意的
upbringing: 教养
foreground: 前景
partition: 分割
luxurious: 豪华的
toxin: 毒素
disturbed: 混乱的
muffin: 松饼
dazzling: 眼花缭乱的
vengeance: 复仇
welcoming: 欢迎
clout: 敲击
slum: 贫民窟
replica: 复制品
grandchildren: 孙子
eradicate: 根除
athletics: 体育运动
condemnation: 非难
heavyweight: 重量级拳击运动员
ape: 无尾猿
drastically: 激烈地
salsa: 洋葱做的辣调味汁
tidal: 潮汐的
crook: 钩
moth: 蛾害
lighten: 照亮
undue: 不适当的
sprint: 短距离赛跑
cheaply: 便宜地
influx: 流入
ghetto: 犹太人区
greedy: 贪婪的
terrifying: 令人恐惧的
ensue: 跟着发生
emulate: 效法
rooftop: 屋顶
banish: 驱逐
sizable: 相当大的
augment: 增加
phony: 假货
abandonment: 放弃
usefulness: 有用
unaffected: 不矫揉造作的
catfish: 鲶鱼
starvation: 饥饿
outward: 向外的
solemn: 严肃的
supernatural: 超自然的
allude: 暗指
epic: 史诗
informative: 提供消息的
furnishings: 家具
rogue: 恶棍
seduce: 唆使
amaze: 使吃惊
zoom: 急速上升
coax: 哄
rectify: 订正
seating: 使就座
entrepreneurial: 创业的
negligible: 可以忽略的
cleric: 牧师的
intruder: 侵入者
affective: 情感的
wig: 假发
amenities: 令人愉快之事物
sensational: 使人感动的
normative: 合乎规范的
repetitive: 重复的
renovate: 更新
completed: 完整的
brisk: 强烈的
brutality: 残忍
anticipated: 预期的
meteor: 流星
horrific: 令人毛骨悚然的
advisable: 适当的
adjoining: 邻接的
attest: 证明
eminent: 显赫的
pneumonia: 肺炎
crossroads: 十字路口
eyewitness: 目击者
obscene: 淫秽的
guise: 相似
stuffed: 已经喂饱了的
duct: 管
accompaniment: 伴随物
pathogen: 病原体
uniquely: 独特地
unwelcome: 不受欢迎的
cradle: 摇篮
helm: 舵
inaccurate: 错误的
thriller: 使人激动的东西
pulp: 果肉
woo: 追求
stomp: 跺脚
triumphant: 得胜的
thankfully: 感激地
shrewd: 精明的
nostril: 鼻孔
crank: 不稳的
disapproval: 不赞成
paranoid: 患妄想狂的
clumsy: 笨拙的
bland: 温和的
scalp: 剥头皮
seep: 渗出
woollen: 毛织品
curry: 咖哩粉
vista: 远景
oppressive: 压制性的
cherish: 珍爱
jargon: 专门术语
unravel: 阐明
trough: 槽
rhyme: 韵
refinement: 精致
drinker: 饮者
eyelid: 眼皮
rename: 重新命名
smuggle: 偷运
pretence: 假装
ounce: 盎司
caretaker: 照顾者
amidst: 在...当中
agitation: 激动
visualize: 使看得见
amazement: 惊愕
mint: 薄荷
avid: 渴望的
parrot: 鹦鹉
inverted: 倒转的
soothing: 抚慰的
wonderfully: 惊人地
paramount: 首长
farmland: 农田
notoriously: 臭名昭著的
deregulation: 撤消管制规定
endow: 捐赠
admirer: 钦佩者
classified: 分类的
stained: 沾污的
municipality: 自治区
gale: 狂风
appalled: 惊骇的
mythology: 神话
groom: 马夫
jolly: 愉快的
guts: 飞碟游戏（比赛双方每组5人
spade: 铲子
rampant: 猖獗的
demographics: 人口统计资料
scissors: 剪刀
precipitate: 沉淀物
pleasantly: 和蔼地
generalization: 一般化
moss: 苔藓
dover: 多佛
downside: 底侧
nestle: 舒适地坐定
nonexistent: 不存在的
stylish: 现代风格的
shred: 碎布条
stipulate: 规定
automotive: 汽车的
exterior: 外部
instinctive: 本能的
veer: 转向
tabloid: 小报
turbulent: 狂暴的
fulfillment: 履行
supersede: 代替
statesman: 政治家
inconsistency: 不一致
caucus: 领导人会议
elegance: 高雅
unanimous: 意见一致的
refreshing: 使清爽的
ailment: 病痛
bonnet: 软帽
gunfire: 炮火
whore: 娼妓
amazingly: 令人惊讶地
dread: 恐惧
reunite: 再联合
fugitive: 逃亡的
intellect: 智力
coastline: 海岸线
childish: 天真的
hired: 租用
amuse: 消遣
versatile: 多才多艺的
brittle: 易碎的
semiconductor: 半导体
jerry: 草率的
irresistible: 不可抵抗的
lutheran: 路德教会的
dizzy: 晕眩的
suggested: 建议的
recourse: 求援
rumble: 隆隆声
juicy: 多汁液的
contestant: 竞争者
ensuing: 接著发生的
intentional: 故意的
draught: 气流
brokerage: 经纪人
subside: 沉淀
professionalism: 职业特性
putt: 击球入洞
lense: 人名
vomit: 吐出
rhythmic: 有韵律的
sag: 下垂
frantically: 狂暴地
pilgrim: 旅行者
intuitive: 直觉的
endlessly: 不断地
hertfordshire: 赫特福德郡
conditioner: 调节器
immaculate: 无污点的
illicit: 不法的
snail: 蜗牛
rift: 裂口
makeshift: 权宜之计
privy: 个人的
facet: 面
pollute: 污染
wrongdoing: 干坏事
aerobic: 需氧的
thrash: 打
skeptic: 怀疑者
covert: 隐蔽的
disarm: 解除武装
implicitly: 含蓄
beckon: 招手示意
fiddle: 小提琴
improvise: 即席创作
slipper: 拖鞋
freelance: 自由作家
hereditary: 世袭的
challenger: 挑战者
candidacy: 候选人的地位
quiz: 考查
handgun: 手枪
buddhist: 佛教徒
fell: 击倒
suicidal: 自杀的
assortment: 分类
floppy: 叭嗒叭嗒响的
arithmetic: 算术
impede: 妨碍
wince: 畏缩
stringent: 迫切的
collegiate: 学院的
needy: 贫穷的
baseman: 守垒员
impersonal: 客观的
glittering: 闪闪发光的
hypothesize: 假设
outspoken: 直言无讳的
thirds: 归寡妇所得的亡夫遗产的三分之一
petal: 花瓣
enlightened: 有知识的
bewildered: 困惑的
graffiti: 墙上乱写乱画的东西
retrospective: 回顾的
cliche: 陈腔滥调
falter: 支吾地说
barren: 不育的
hinge: 铰链
annoyance: 烦恼
billing: 节目次序
celestial: 天的
rector: 教区长
dole: 救济品
disadvantaged: 社会地位低下的
aristocracy: 贵族
resurrection: 复活
mundane: 现世的
purport: 意义
prerogative: 特权
raspberry: 悬钩子
presbyterian: 长老派的
spokesperson: 发言人
wreckage: 残骸
lest: 以免
tavern: 酒馆
assassin: 暗杀者
cedar: 雪松
contrasting: 显出明显的差异
etch: 蚀刻
shutter: 百叶窗
beech: 山毛榉
flute: 笛
avoidance: 避免
aristocratic: 贵族的
nightly: 每夜的
twig: 小枝
popcorn: 爆米花
strait: 海峡
reciprocal: 互惠的
smear: 涂
assassinate: 暗杀
bog: 沼泽
liberalization: 自由主义化
enlightenment: 启迪
inspired: 得到灵感的
calculator: 计算者
worthless: 无价值的
trumpet: 喇叭
nipple: 乳头
persecution: 虐待
firework: 烟火具
outright: 率直的
displacement: 换置
plumbing: 测深
tremendously: 极大地
cerebral: 脑的
flex: 弯曲
racket: 球拍
id: 遗传素质
unanimously: 全体一致
assimilate: 使同化
infuse: 注入
rake: 耙子
tan: 黄褐色
coping: 墙压顶
spontaneously: 自发
promotional: 增进的
trickle: 滴
armoured: 装甲的
inflate: 使膨胀
accrue: 自然增加
windy: 多风的
suppression: 抑压
perennial: 常年的
presumption: 专横
longevity: 长命
cilantro: 芫荽叶
lawful: 法律许可的
handler: 处理者
exempt: 免税者
muse: 沉思
obsolete: 荒废的
regent: 摄政者
culprit: 犯人
lifting: 吊装
contentious: 好争吵的
greatness: 大
recycled: 回收利用
civilised: 文明的
sparkle: 闪耀
intellectually: 智力上
mogul: 大人物
wail: 恸哭
watcher: 看守人
loo: 卢牌戏
cocoa: 可可粉
sequel: 继续
cache: 隐藏所
centimetre: 厘米
blender: 混合者
lyric: 抒情诗
tramp: 坚实的脚步声
zip: 尖啸声
bunk: 铺位
receptionist: 接待员
sweaty: 出汗的
caesar: 恺撒
surrogate: 替代者
willow: 柳树
